Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
50000,1.4151037,99.0,1.2481295,115.01694820695005,115.01694820695005,1.0
60000,1.4151037,99.0,1.1858941,115.23000072956086,115.23000072956086,1.0
70000,1.4151037,99.0,1.1076504,128.45800032615662,128.45800032615662,1.0
80000,1.41551,99.0,0.9430694,137.24499904155732,137.24499904155732,1.0
90000,1.41551,99.0,0.48825717,203.4970008277893,203.4970008277893,1.0
100000,1.4146048,99.0,0.6914634,235.49700166702272,235.49700166702272,1.0
110000,1.4146048,99.0,0.51101434,283.59300315856933,283.59300315856933,1.0
120000,1.4154246,99.0,1.4104397,304.35800556182863,304.35800556182863,1.0
130000,1.4154246,99.0,1.0633548,318.6940036010742,318.6940036010742,1.0
140000,1.4159082,99.0,1.4515048,230.1280005645752,230.1280005645752,1.0
150000,1.4159386,99.0,1.4123454,248.69800022125244,248.69800022125244,1.0
160000,1.4174414,99.0,1.2235583,185.86099990844727,185.86099990844727,1.0
170000,1.4177393,99.0,0.9910794,474.2849973297119,474.2849973297119,1.0
180000,1.4177393,99.0,0.6024994,310.2660023498535,310.2660023498535,1.0
190000,1.4201357,99.0,0.4113793,478.6889965820312,478.6889965820312,1.0
200000,1.4201357,99.0,0.21193299,390.25200286865237,390.25200286865237,1.0
210000,1.420429,99.0,-0.097487524,488.67700134277345,488.67700134277345,1.0
220000,1.420429,99.0,-0.5131418,434.8839993286133,434.8839993286133,1.0
230000,1.4222373,99.0,-0.5327137,273.35399963378904,273.35399963378904,1.0
240000,1.4222373,99.0,-0.95453185,280.71899780273435,280.71899780273435,1.0
250000,1.42238,99.0,-0.96186936,365.15300201416017,365.15300201416017,1.0
260000,1.422299,99.0,-1.294534,304.1500018310547,304.1500018310547,1.0
270000,1.4212554,99.0,-1.5385144,277.94200805664065,277.94200805664065,1.0
280000,1.4208483,99.0,-1.5383066,119.67000183105469,119.67000183105469,1.0
290000,1.4208483,99.0,-1.5603366,344.1860021972656,344.1860021972656,1.0
300000,1.4210165,99.0,-1.5786066,270.32800720214846,270.32800720214846,1.0
310000,1.4210165,99.0,-1.6992432,193.54700378417968,193.54700378417968,1.0
320000,1.4220735,99.0,-1.2956026,258.2380081176758,258.2380081176758,1.0
330000,1.4220735,99.0,-1.3627887,310.0090005493164,310.0090005493164,1.0
340000,1.4220622,99.0,-0.53857183,109.50500183105468,109.50500183105468,1.0
350000,1.4220622,99.0,-0.7561988,300.8660009765625,300.8660009765625,1.0
360000,1.4213833,99.0,-0.5534312,233.5980065917969,233.5980065917969,1.0
370000,1.4212335,99.0,-0.437003,188.9770050048828,188.9770050048828,1.0
380000,1.4193887,99.0,-0.062165283,148.7960009765625,148.7960009765625,1.0
390000,1.418534,99.0,-0.05862185,68.851005859375,68.851005859375,1.0
400000,1.418534,99.0,-0.19687223,55.01800048828125,55.01800048828125,1.0
410000,1.4176216,99.0,-0.008076574,8.415,8.415,1.0
420000,1.4176216,99.0,-0.009078825,199.13099609375,199.13099609375,1.0
430000,1.4180769,99.0,-0.039794423,33.37400146484375,33.37400146484375,1.0
440000,1.4180769,99.0,-0.039363325,83.0789990234375,83.0789990234375,1.0
450000,1.4180706,99.0,-0.08899768,146.98,146.98,1.0
460000,1.4180706,99.0,-0.107929714,170.16900390625,170.16900390625,1.0
470000,1.4182445,99.0,-0.12437496,127.43599609375,127.43599609375,1.0
480000,1.418247,99.0,-0.15622546,227.12600296020508,227.12600296020508,1.0
