Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,99.0,0.028659513,-3.6333333362232554,-3.6333333362232554,1.0
20000,1.4189383,99.0,0.031580184,-10.068999993801118,-10.068999993801118,1.0
30000,1.4199821,99.0,-0.099506915,-6.9750000035762785,-6.9750000035762785,1.0
40000,1.4200459,99.0,-0.1322031,-6.0390000152587895,-6.0390000152587895,1.0
50000,1.4179083,99.0,-0.26979262,-9.240999991893768,-9.240999991893768,1.0
60000,1.4179083,99.0,-0.36497283,-4.005999994277954,-4.005999994277954,1.0
70000,1.4179083,99.0,-0.46485013,-8.098000012636184,-8.098000012636184,1.0
80000,1.4178818,99.0,-0.61326486,-4.3130000150203704,-4.3130000150203704,1.0
90000,1.4178818,99.0,-0.64909667,-5.152000020742417,-5.152000020742417,1.0
100000,1.4178163,99.0,-0.81077576,-4.664000020027161,-4.664000020027161,1.0
110000,1.4178163,99.0,-0.8116762,-8.52900003194809,-8.52900003194809,1.0
120000,1.417701,99.0,-1.0473481,-7.781000018119812,-7.781000018119812,1.0
130000,1.417701,99.0,-1.0203385,-8.132999956607819,-8.132999956607819,1.0
140000,1.4170148,99.0,-1.2012702,-8.715000039339065,-8.715000039339065,1.0
150000,1.4168912,99.0,-1.2385691,-6.846000001430512,-6.846000001430512,1.0
160000,1.4175993,99.0,-1.3913935,-5.419000024795532,-5.419000024795532,1.0
170000,1.4177054,99.0,-1.459424,-9.192000017166137,-9.192000017166137,1.0
180000,1.4191291,99.0,-1.5373875,-10.018999999761581,-10.018999999761581,1.0
190000,1.4191291,99.0,-1.6400154,-5.7839999973773955,-5.7839999973773955,1.0
200000,1.4191293,99.0,-1.6865932,-7.785000033378601,-7.785000033378601,1.0
210000,1.4190677,99.0,-1.8350514,-8.251999988555909,-8.251999988555909,1.0
220000,1.4190677,99.0,-1.8602805,-10.499999997615815,-10.499999997615815,1.0
230000,1.4188024,99.0,-2.002101,-8.658000018596649,-8.658000018596649,1.0
240000,1.4188024,99.0,-1.9737695,-3.341000006198883,-3.341000006198883,1.0
250000,1.4188025,99.0,-1.9827847,-6.145000022649765,-6.145000022649765,1.0
260000,1.4179723,99.0,-1.9573414,-4.105,-4.105,1.0
270000,1.4176276,99.0,-2.0712924,-3.6600000035762785,-3.6600000035762785,1.0
280000,1.4175904,99.0,-2.0965722,-4.872000017166138,-4.872000017166138,1.0
290000,1.4169703,99.0,-2.1306767,-4.8170000064373015,-4.8170000064373015,1.0
300000,1.4169134,99.0,-2.1599445,-6.182999999523163,-6.182999999523163,1.0
