Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,99.0,-0.32483545,-122.47878853480022,-122.47878853480022,1.0
20000,1.4189383,99.0,-0.27984676,-85.17599999070167,-85.17599999070167,1.0
30000,1.4190685,99.0,-0.57024294,-135.293000228405,-135.293000228405,1.0
40000,1.4191988,99.0,-0.6577768,-132.18899983167648,-132.18899983167648,1.0
50000,1.4204086,99.0,-1.115962,-94.21899926781654,-94.21899926781654,1.0
60000,1.4216965,99.0,-1.4580017,-117.89800089478493,-117.89800089478493,1.0
70000,1.4225521,99.0,-1.7039018,-94.58100018024444,-94.58100018024444,1.0
80000,1.4234587,99.0,-1.8346859,-77.63599988222123,-77.63599988222123,1.0
90000,1.4234587,99.0,-2.0310802,-115.10300086140633,-115.10300086140633,1.0
100000,1.4242018,99.0,-2.1746233,-87.64400012612343,-87.64400012612343,1.0
110000,1.4242009,99.0,-2.2827249,-100.80199976563453,-100.80199976563453,1.0
120000,1.4224149,99.0,-2.625168,-105.28199908852577,-105.28199908852577,1.0
130000,1.4224111,99.0,-2.5233428,-94.55499952435494,-94.55499952435494,1.0
140000,1.4201943,99.0,-2.848162,-100.78799972176552,-100.78799972176552,1.0
150000,1.420159,99.0,-2.775852,-79.55399913787842,-79.55399913787842,1.0
160000,1.4199103,99.0,-2.8704245,-82.4529991388321,-82.4529991388321,1.0
170000,1.4196619,99.0,-3.013289,-82.44899975061416,-82.44899975061416,1.0
180000,1.4194043,99.0,-3.2030783,-70.69299963474273,-70.69299963474273,1.0
190000,1.4191301,99.0,-3.3723452,-73.28799930810928,-73.28799930810928,1.0
200000,1.4190897,99.0,-3.6254215,-80.69999991178513,-80.69999991178513,1.0
210000,1.4190481,99.0,-3.7076874,-72.1569999563694,-72.1569999563694,1.0
220000,1.4190481,99.0,-3.9967806,-90.95099939584732,-90.95099939584732,1.0
230000,1.4196073,99.0,-3.9342194,-69.48000015735626,-69.48000015735626,1.0
240000,1.4196084,99.0,-4.0051746,-60.60199994325638,-60.60199994325638,1.0
250000,1.420616,99.0,-4.3351912,-59.22699950695038,-59.22699950695038,1.0
260000,1.4206182,99.0,-4.374132,-68.8149999499321,-68.8149999499321,1.0
270000,1.4207761,99.0,-4.620889,-55.79399968743324,-55.79399968743324,1.0
280000,1.4207783,99.0,-4.4610357,-51.68900000691414,-51.68900000691414,1.0
290000,1.4207486,99.0,-5.0761747,-74.98400009274482,-74.98400009274482,1.0
300000,1.420719,99.0,-5.020851,-54.44299996972084,-54.44299996972084,1.0
310000,1.4207202,99.0,-5.2463984,-65.817999740839,-65.817999740839,1.0
320000,1.4207174,99.0,-5.033677,-50.586000343561174,-50.586000343561174,1.0
330000,1.4204416,99.0,-5.4376597,-84.22099954485893,-84.22099954485893,1.0
340000,1.420149,99.0,-5.4855366,-68.73199999928474,-68.73199999928474,1.0
350000,1.420149,99.0,-5.612684,-59.588999650478364,-59.588999650478364,1.0
360000,1.4194734,99.0,-5.6660824,-56.79599979400635,-56.79599979400635,1.0
370000,1.4194733,99.0,-5.690586,-37.92699967265129,-37.92699967265129,1.0
380000,1.4203494,99.0,-5.8168697,-69.80599990129471,-69.80599990129471,1.0
390000,1.4203523,99.0,-5.693823,-44.80200023651123,-44.80200023651123,1.0
400000,1.4187812,99.0,-5.853422,-51.84699961185456,-51.84699961185456,1.0
410000,1.4187547,99.0,-5.949105,-53.50099968910217,-53.50099968910217,1.0
420000,1.4182742,99.0,-6.016898,-61.75400016069412,-61.75400016069412,1.0
430000,1.417794,99.0,-6.3267198,-65.28699974536896,-65.28699974536896,1.0
440000,1.4172537,99.0,-6.1702223,-40.7459995341301,-40.7459995341301,1.0
450000,1.4166793,99.0,-6.5375605,-55.664999895095825,-55.664999895095825,1.0
460000,1.4160581,99.0,-6.4680915,-57.958999634981154,-57.958999634981154,1.0
470000,1.4153963,99.0,-6.3956337,-43.38599977135658,-43.38599977135658,1.0
480000,1.4153963,99.0,-6.5894403,-38.47999996781349,-38.47999996781349,1.0
490000,1.4164327,99.0,-6.7496157,-57.885999907255176,-57.885999907255176,1.0
500000,1.4164332,99.0,-6.5200214,-54.37699972510338,-54.37699972510338,1.0
510000,1.4162093,99.0,-6.7797832,-43.1069997048378,-43.1069997048378,1.0
520000,1.4162084,99.0,-6.9535584,-60.40299998164177,-60.40299998164177,1.0
530000,1.4162352,99.0,-6.790486,-46.16499996185303,-46.16499996185303,1.0
540000,1.4162362,99.0,-7.0162816,-43.67399986028671,-43.67399986028671,1.0
550000,1.4163868,99.0,-7.3340125,-54.060999567508695,-54.060999567508695,1.0
560000,1.4165375,99.0,-6.898024,-39.50400023341179,-39.50400023341179,1.0
570000,1.416444,99.0,-7.3840723,-47.792999993562695,-47.792999993562695,1.0
580000,1.416346,99.0,-7.3399305,-38.04999998569488,-38.04999998569488,1.0
590000,1.416104,99.0,-7.5048275,-52.159000018835066,-52.159000018835066,1.0
600000,1.4158485,99.0,-7.7593675,-66.00600021004676,-66.00600021004676,1.0
610000,1.4158485,99.0,-7.6487193,-27.713999608755113,-27.713999608755113,1.0
620000,1.4149038,99.0,-7.774604,-48.04899991989136,-48.04899991989136,1.0
630000,1.4149029,99.0,-8.461506,-46.15200017929077,-46.15200017929077,1.0
640000,1.4143633,99.0,-7.8721495,-31.19299971461296,-31.19299971461296,1.0
650000,1.4143621,99.0,-8.17931,-51.08999972701073,-51.08999972701073,1.0
660000,1.4119678,99.0,-8.080359,-38.361999756097795,-38.361999756097795,1.0
670000,1.4119292,99.0,-8.479367,-27.147000027894975,-27.147000027894975,1.0
680000,1.4109704,99.0,-8.629169,-37.97699991345406,-37.97699991345406,1.0
690000,1.4100114,99.0,-8.479418,-28.71199999332428,-28.71199999332428,1.0
700000,1.4098347,99.0,-8.55426,-22.77699989557266,-22.77699989557266,1.0
710000,1.4096477,99.0,-8.964833,-45.885999435186385,-45.885999435186385,1.0
720000,1.4091462,99.0,-8.68008,-47.74100018978119,-47.74100018978119,1.0
730000,1.4086144,99.0,-9.051399,-48.95300016164779,-48.95300016164779,1.0
740000,1.4086144,99.0,-8.637437,-31.42499987602234,-31.42499987602234,1.0
750000,1.4077905,99.0,-9.210208,-39.5760003721714,-39.5760003721714,1.0
760000,1.4077897,99.0,-8.813737,-31.570000023841857,-31.570000023841857,1.0
770000,1.4072065,99.0,-9.358365,-36.93599982857704,-36.93599982857704,1.0
780000,1.4072063,99.0,-8.950643,-31.033999693393707,-31.033999693393707,1.0
790000,1.4072152,99.0,-9.256583,-29.467000032663346,-29.467000032663346,1.0
800000,1.4072157,99.0,-9.006939,-27.682000014781952,-27.682000014781952,1.0
810000,1.4069179,99.0,-9.460641,-32.12999993205071,-32.12999993205071,1.0
820000,1.4066201,99.0,-9.573742,-46.466999604701996,-46.466999604701996,1.0
830000,1.4067842,99.0,-9.535042,-24.161000208854674,-24.161000208854674,1.0
840000,1.4069582,99.0,-10.02938,-52.020000218153,-52.020000218153,1.0
