Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,99.0,0.24851745,-7.327272759543525,-7.327272759543525,1.0
20000,1.4189383,99.0,0.2518589,-8.224000018835067,-8.224000018835067,1.0
30000,1.4206637,99.0,0.12623324,-6.992000020742417,-6.992000020742417,1.0
40000,1.4208353,99.0,0.08671529,-8.550999941825866,-8.550999941825866,1.0
50000,1.4220847,99.0,-0.058870655,-5.173000036478043,-5.173000036478043,1.0
60000,1.4220847,99.0,-0.170121,-7.386000034809112,-7.386000034809112,1.0
70000,1.4220848,99.0,-0.24123456,-7.039999994039536,-7.039999994039536,1.0
80000,1.4259313,99.0,-0.39102164,-7.159999986886978,-7.159999986886978,1.0
90000,1.4259313,99.0,-0.42988265,-9.26100001335144,-9.26100001335144,1.0
100000,1.4270402,99.0,-0.60067934,-11.058999967575073,-11.058999967575073,1.0
110000,1.4270402,99.0,-0.60885704,-7.806000003814697,-7.806000003814697,1.0
120000,1.4261488,99.0,-0.8525551,-4.715000013113022,-4.715000013113022,1.0
130000,1.4261489,99.0,-0.856074,-7.172999997138977,-7.172999997138977,1.0
140000,1.4259665,99.0,-1.018732,-6.411999970674515,-6.411999970674515,1.0
150000,1.4259924,99.0,-1.0670657,-5.437000008821488,-5.437000008821488,1.0
160000,1.427532,99.0,-1.1611867,-5.913000003099442,-5.913000003099442,1.0
170000,1.4276955,99.0,-1.2193967,-6.478999954462052,-6.478999954462052,1.0
180000,1.4271222,99.0,-1.3352584,-4.296999968290329,-4.296999968290329,1.0
190000,1.4271222,99.0,-1.4367557,-7.541000002622605,-7.541000002622605,1.0
200000,1.4271222,99.0,-1.4605681,-7.080000001192093,-7.080000001192093,1.0
210000,1.4275512,99.0,-1.5792854,-6.332000002861023,-6.332000002861023,1.0
220000,1.4275512,99.0,-1.6239489,-7.922000015974045,-7.922000015974045,1.0
230000,1.4276224,99.0,-1.8003144,-10.129999976158143,-10.129999976158143,1.0
240000,1.4276224,99.0,-1.8270427,-3.855999999046326,-3.855999999046326,1.0
250000,1.4276224,99.0,-1.984337,-5.422000002861023,-5.422000002861023,1.0
260000,1.4273566,99.0,-2.0236773,-5.47700000166893,-5.47700000166893,1.0
