Steps,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Entropy,Is Training
2650000,99.0,2.8784487,3.7810000801086425,3.7810000801086425,1.1728164,1.0
2660000,99.0,2.9146998,4.020000050067901,4.020000050067901,1.171502,1.0
2670000,99.0,2.850951,4.099000051021576,4.099000051021576,1.1700999,1.0
2680000,99.0,2.8941965,4.09100003361702,4.09100003361702,1.1681783,1.0
2690000,99.0,2.8911202,4.0290000593662265,4.0290000593662265,1.1681783,1.0
2700000,99.0,2.9055252,4.14400004029274,4.14400004029274,1.1661204,1.0
2710000,99.0,2.905581,4.050000060796737,4.050000060796737,1.1661204,1.0
2720000,99.0,2.9239185,4.000000044107437,4.000000044107437,1.1666315,1.0
2730000,99.0,2.9210792,4.083000094890594,4.083000094890594,1.1666926,1.0
2740000,99.0,2.863868,4.15200010061264,4.15200010061264,1.1664349,1.0
2750000,99.0,2.823329,3.9400000405311584,3.9400000405311584,1.1663973,1.0
2760000,99.0,2.8763294,4.110000072717667,4.110000072717667,1.1662008,1.0
2770000,99.0,2.8494885,3.773000066280365,3.773000066280365,1.1660042,1.0
2780000,99.0,2.8291278,4.189000065326691,4.189000065326691,1.1653469,1.0
2790000,99.0,2.8769336,4.085000052452087,4.085000052452087,1.1644727,1.0
2800000,99.0,2.8253818,4.244000049829483,4.244000049829483,1.1644056,1.0
2810000,99.0,2.7347383,4.013000092506409,4.013000092506409,1.1643589,1.0
2820000,99.0,2.7554238,4.274000096321106,4.274000096321106,1.1643589,1.0
2830000,99.0,2.7426035,4.045000071525574,4.045000071525574,1.1644579,1.0
2840000,99.0,2.7407262,4.3130000519752505,4.3130000519752505,1.1644579,1.0
2850000,99.0,2.799634,4.206000055074692,4.206000055074692,1.1623613,1.0
2860000,99.0,2.798067,4.162000064849853,4.162000064849853,1.1622049,1.0
2870000,99.0,2.8273606,3.911000055074692,3.911000055074692,1.1606644,1.0
2880000,99.0,2.8588648,4.050000046491623,4.050000046491623,1.160554,1.0
2890000,99.0,2.8859246,3.976000065803528,3.976000065803528,1.1598631,1.0
2900000,99.0,2.855427,3.98200004696846,3.98200004696846,1.159172,1.0
2910000,99.0,2.8837183,4.187000060081482,4.187000060081482,1.1583898,1.0
2920000,99.0,2.8387167,4.0070000946521755,4.0070000946521755,1.1573294,1.0
2930000,99.0,2.8712049,3.9820000541210177,3.9820000541210177,1.1569015,1.0
2940000,99.0,2.8650293,4.119000070095062,4.119000070095062,1.1563224,1.0
2950000,99.0,2.890361,3.9260000479221344,3.9260000479221344,1.1563224,1.0
2960000,99.0,2.8220074,4.286000045537949,4.286000045537949,1.15415,1.0
2970000,99.0,2.795878,4.003000074625016,4.003000074625016,1.15415,1.0
2980000,99.0,2.7874527,4.217000031471253,4.217000031471253,1.1515875,1.0
2990000,99.0,2.7975268,4.148000050783157,4.148000050783157,1.1514008,1.0
3000000,99.0,2.8048294,3.8540000438690187,3.8540000438690187,1.1489879,1.0
3010000,99.0,2.7796252,4.16500007033348,4.16500007033348,1.1488273,1.0
3020000,99.0,2.7593079,4.129000047445297,4.129000047445297,1.1476338,1.0
3030000,99.0,2.8171728,4.083000032901764,4.083000032901764,1.1464404,1.0
3040000,99.0,2.8205686,4.071000045537948,4.071000045537948,1.1458952,1.0
3050000,99.0,2.832962,4.0810000622272495,4.0810000622272495,1.1451876,1.0
3060000,99.0,2.869271,4.208000077009201,4.208000077009201,1.1440653,1.0
3070000,99.0,2.8853087,4.037000063657761,4.037000063657761,1.1424541,1.0
3080000,99.0,2.9158754,3.9830000579357145,3.9830000579357145,1.1424541,1.0
3090000,99.0,2.857481,4.028000054359436,4.028000054359436,1.142598,1.0
3100000,99.0,2.8786619,4.183000066280365,4.183000066280365,1.142598,1.0
3110000,99.0,2.875617,4.151000040769577,4.151000040769577,1.141946,1.0
3120000,99.0,2.8450885,3.957000049352646,3.957000049352646,1.1418735,1.0
3130000,99.0,2.8456473,4.203000059127808,4.203000059127808,1.1403427,1.0
3140000,99.0,2.8581774,4.0970000290870665,4.0970000290870665,1.1402217,1.0
3150000,99.0,2.8840256,4.11300008058548,4.11300008058548,1.1391956,1.0
3160000,99.0,2.9083793,4.139000079631805,4.139000079631805,1.1381692,1.0
3170000,99.0,2.8885138,4.09600005030632,4.09600005030632,1.1365256,1.0
3180000,99.0,2.9195185,4.182000079154968,4.182000079154968,1.1343756,1.0
3190000,99.0,2.8918118,4.217000062465668,4.217000062465668,1.1335974,1.0
3200000,99.0,2.9274468,4.250000042915344,4.250000042915344,1.1326315,1.0
3210000,99.0,2.8928158,4.129000053405762,4.129000053405762,1.1326315,1.0
3220000,99.0,2.878331,4.214000020027161,4.214000020027161,1.1310284,1.0
3230000,99.0,2.8598108,4.081000046730042,4.081000046730042,1.1310284,1.0
3240000,99.0,2.8302808,4.014000064134597,4.014000064134597,1.1289377,1.0
3250000,99.0,2.75156,4.213000046014786,4.213000046014786,1.1288002,1.0
3260000,99.0,2.822941,4.2520000886917115,4.2520000886917115,1.1265916,1.0
3270000,99.0,2.8381884,4.2110000681877136,4.2110000681877136,1.1264086,1.0
3280000,99.0,2.8336687,4.365000032186508,4.365000032186508,1.1263933,1.0
3290000,99.0,2.846002,4.314000059366226,4.314000059366226,1.1263782,1.0
3300000,99.0,2.859303,4.172000062465668,4.172000062465668,1.1256266,1.0
3310000,99.0,2.815675,4.145000060796738,4.145000060796738,1.124609,1.0
3320000,99.0,2.8265867,3.9580000281333922,3.9580000281333922,1.1242392,1.0
3330000,99.0,2.8251975,4.101000043153763,4.101000043153763,1.1237744,1.0
3340000,99.0,2.7822747,4.164000045061112,4.164000045061112,1.1237744,1.0
3350000,99.0,2.791858,4.141000052690506,4.141000052690506,1.122319,1.0
3360000,99.0,2.79346,4.103000059127807,4.103000059127807,1.122319,1.0
3370000,99.0,2.8119783,4.129000043869018,4.129000043869018,1.1217041,1.0
3380000,99.0,2.86005,4.0350000238418575,4.0350000238418575,1.1216574,1.0
3390000,99.0,2.801626,3.948000090122223,3.948000090122223,1.1198704,1.0
3400000,99.0,2.8323536,4.32100006699562,4.32100006699562,1.1197234,1.0
3410000,99.0,2.8552485,4.07800008893013,4.07800008893013,1.1187538,1.0
3420000,99.0,2.8623428,4.247000098228455,4.247000098228455,1.1177843,1.0
3430000,99.0,2.8296313,3.911000044345856,3.911000044345856,1.1175236,1.0
3440000,99.0,2.82202,4.227000058889389,4.227000058889389,1.1171749,1.0
3450000,99.0,2.7929926,4.236000077724457,4.236000077724457,1.1168376,1.0
3460000,99.0,2.8837125,4.226000009775162,4.226000009775162,1.1163702,1.0
3470000,99.0,2.8098187,4.1760000586509705,4.1760000586509705,1.1163702,1.0
3480000,99.0,2.8917027,4.331000038385391,4.331000038385391,1.1144266,1.0
3490000,99.0,2.8909595,4.121000064611435,4.121000064611435,1.1144266,1.0
3500000,99.0,2.9224017,4.208000034093857,4.208000034093857,1.1136596,1.0
3510000,99.0,2.9799545,4.305000088214874,4.305000088214874,1.113615,1.0
3520000,99.0,3.0131366,3.924000059366226,3.924000059366226,1.1131307,1.0
3530000,99.0,2.9797397,4.09700004696846,4.09700004696846,1.1130685,1.0
3540000,99.0,2.9574316,4.1160000503063205,4.1160000503063205,1.1120859,1.0
3550000,99.0,2.9621408,3.896000052690506,3.896000052690506,1.1111032,1.0
3560000,99.0,2.9914267,3.916000044345856,3.916000044345856,1.1094484,1.0
